PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	External Vocabulary
PA10344	acamprosate	3-(Acetylamino)propanesulphonic acid,3-Acetamido-1-propanesulfonic acid,N-Acetylhomotaurine,acamprosate	Campral		Drug/Small Molecule	TTD:DAP000857,chebi:51041,chemSpider:64300,drugBank:DB00659,keggDrug:D02780,ndc:0456-3330-01,pubChemCompound:71158,pubChemSubstance:213365,pubChemSubstance:46506657,url:http://en.wikipedia.org/wiki/Acamprosate		ATC:N07BB(Drugs used in alcohol dependence),MeSH:C043877(acamprosate)
PA10352	palonosetron	palonosetron	Aloxi,Onicit		Drug/Small Molecule	TTD:DAP000367,chemSpider:130656,drugBank:DB00377,ndc:58063-797-25,pubChemCompound:148211,pubChemSubstance:46508530,pubChemSubstance:725898,url:http://en.wikipedia.org/wiki/Palonosetron		ATC:A04AA(Serotonin (5HT3) antagonists),MeSH:C083418(palonosetron)
PA10364	memantine	DMAA,Memantina [INN-Spanish],Memantine HCL,Memantine Hydrochloride,Memantine [INN],Memantinum [INN-Latin],memantine	Ebixa,Namenda		Drug/Small Molecule	TTD:DAP000493,bindingDb:50062599,chemSpider:3914,dpd:2260638,drugBank:DB01043,keggCompound:C13736,ndc:0456-3205-60,pubChemCompound:4054,pubChemSubstance:46506702,pubChemSubstance:586325,url:http://en.wikipedia.org/wiki/Memantine	CC12CC3CC(C1)(CC(C3)(C2)N)C	ATC:N06DX(Other anti-dementia drugs)
PA10366	protamine				Drug/Small Molecule			ATC:V03AB(Antidotes)
PA10367	rabies immunoglobulin				Drug/Small Molecule			ATC:J06BB(Specific immunoglobulins)
PA10373	calcium phosphate				Drug/Small Molecule		[O-]P(=O)([O-])[O-].[Ca+2]	ATC:A12AA(Calcium)
PA10381	androgens and estrogens				Drug Class			ATC:G03EA(Androgens and estrogens)
PA10384	antiinflammatory and antirheumatic products, non-steroids				Drug Class			ATC:M01A(Antiinflammatory And Antirheumatic Products, Non-steroids)
PA10387	hydantoin derivatives				Drug Class			ATC:N03AB(Hydantoin derivatives)
PA10389	non-selective monoamine reuptake inhibitors				Drug Class			ATC:N06AA(Non-selective monoamine reuptake inhibitors)
PA10390	sulfonamides, urea derivatives				Drug Class			ATC:A10BB(Sulfonamides, urea derivatives)
PA10393	antiglaucoma preparations and miotics				Drug Class			ATC:S01E(Antiglaucoma Preparations And Miotics)
PA10402	benzodiazepine derivatives				Drug Class			ATC:N03AE(Benzodiazepine derivatives),ATC:N05BA(Benzodiazepine derivatives),ATC:N05CD(Benzodiazepine derivatives)
PA10405	adrenergics, inhalants				Drug Class			ATC:R03A(Adrenergics, Inhalants)
PA10407	calcium channel blockers				Drug Class			ATC:C08(Calcium Channel Blockers)
PA10410	carbonic anhydrase inhibitors				Drug Class			ATC:S01EC(Carbonic anhydrase inhibitors)
PA10420	colony stimulating factors				Drug Class			ATC:L03AA(Colony stimulating factors)
PA10432	thiazide derivatives				Drug Class			ATC:C02DA(Thiazide derivatives)
PA10457	kaolin		Kaopectate		Drug/Small Molecule	dpd:2233881,drugBank:DB01575,url:http://en.wikipedia.org/wiki/Kaolin		ATC:A07BC(Other intestinal adsorbents)
PA10472	organic nitrates				Drug Class			ATC:C01DA(Organic nitrates)
PA10478	phenothiazines with aliphatic side-chain				Drug Class			ATC:N05AA(Phenothiazines with aliphatic side-chain),ATC:N05AB(Phenothiazines with piperazine structure),ATC:N05AC(Phenothiazines with piperidine structure)
PA10479	phosphates				Drug/Small Molecule			
PA10481	pyrethrins and piperonyl butoxide		A-200 Gel Concentrate,A-200 Shampoo Concentrate,Barc,Licetrol,Pronto Lice Killing Shampoo Kit,Pyrinyl,R & C,Rid,Tisit,Tisit Blue,Tisit Shampoo,Triple X		Drug/Small Molecule			
PA10489	selenium supplements				Drug/Small Molecule			
PA10492	combinations of sulfonamides and trimethoprim, incl. derivatives				Drug Class			ATC:J01EE(Combinations of sulfonamides and trimethoprim, incl. derivatives)
PA10499	thioxanthene derivatives				Drug Class			ATC:N05AF(Thioxanthene derivatives)
PA10500	thyroid hormones				Drug Class			ATC:H03AA(Thyroid hormones)
PA10505	vitamin b-complex, plain				Drug Class			ATC:A11EA(Vitamin B-complex, plain)
PA10715	sulfamethoxazole and trimethoprim				Drug/Small Molecule		COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N.c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N	ATC:J01EE(Combinations of sulfonamides and trimethoprim, incl. derivatives)
PA10733	androgens for topical use				Drug Class			ATC:D11AE(Androgens for topical use),ATC:G03B(Androgens)
PA10741	sulfonamides, plain				Drug Class			ATC:C03CA(Sulfonamides, plain)
PA10772	sulfonamides				Drug Class			ATC:D06BA(Sulfonamides)
PA10799	anakinra	ICIL-1RA,IL-1RN,IL-1ra,IL1 inhibitor,IRAP,Interleukin-1 receptor antagonist protein precursor	Kineret		Drug/Small Molecule	TTD:DAP000095,dpd:2245913,drugBank:DB00026,genBank:M55646,keggDrug:D02934,uniProtKb:P18510,url:http://en.wikipedia.org/wiki/Anakinra		ATC:L04AA(Selective immunosuppressants)
PA10804	imatinib	Imatinib Mesylate,Imatinib Methansulfonate,sti-571	Gleevec,Glivec		Drug/Small Molecule	HET:STI,TTD:DNC001383,bindingDb:13530,chebi:45783,chemSpider:5101,dpd:2253283,drugBank:DB00619,keggDrug:D01441,ndc:0078-0401-34,pdb:STI,pubChemCompound:5291,pubChemSubstance:46505055,pubChemSubstance:841977,url:http://en.wikipedia.org/wiki/Imatinib	Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C	ATC:L01XE(Protein kinase inhibitors),MeSH:C097613(imatinib)
PA10810	pemetrexed	LY231514,Pemetrexed Disodium	Alimta		Drug/Small Molecule	HET:LYA,TTD:DCL000320,chemSpider:54830,dpd:2253437,drugBank:DB00642,ndc:0002-7640-01,pdb:LYA,pubChemCompound:60843,pubChemSubstance:197081,pubChemSubstance:46505640,url:http://en.wikipedia.org/wiki/Pemetrexed		ATC:L01BA(Folic acid analogues),MeSH:C085586(pemetrexed)
PA10813	tinidazole	tinidazole	Fasigyn,Tindamax		Drug/Small Molecule	chemSpider:5279,drugBank:DB00911,keggDrug:D01426,ndc:0178-8250-40,pubChemCompound:5479,pubChemSubstance:46506396,pubChemSubstance:7848489,url:http://en.wikipedia.org/wiki/Tinidazole	c1ccc2c(c1)[nH]c(n2)c3cscn3	ATC:J01XD(Imidazole derivatives),ATC:P01AB(Nitroimidazole derivatives)
PA10815	nadroparin				Drug/Small Molecule			ATC:B01AB(Heparin group)
PA10816	ezetimibe		Ezedoc,Ezetrol,Zetia	"Inegy (Simvastatin + Ezetimibe)",	Drug/Small Molecule	TTD:DAP000717,chebi:49040,chemSpider:132493,dpd:2247521,drugBank:DB00973,keggDrug:D01966,ndc:66582-414-31,pubChemCompound:150311,pubChemSubstance:46507625,pubChemSubstance:727861,url:http://en.wikipedia.org/wiki/Ezetimibe		ATC:C10AX(Other lipid modifying agents),MeSH:C108606(ezetimibe)
PA10819	gamma hydroxybutyric acid	4-Hydroxy-butanoic acid,4-Hydroxybutyric acid,4-hydroxybutanoate,4-hydroxybutanoic acid,GHB,Juice,Liquid Ecstasy,Sodium oxybate,gamma-Hydroxybutyric acid	Xyrem		Drug/Small Molecule	TTD:DAP001522,chebi:16724,chemSpider:2300886,drugBank:DB01440,keggCompound:C00989,ndc:68727-100-01,pubChemCompound:3037032,pubChemSubstance:46507548,pubChemSubstance:8144929,url:http://en.wikipedia.org/wiki/Gamma-Hydroxybutyric_acid		ATC:N01AX(Other general anesthetics),ATC:N07XX(Other nervous system drugs)
PA10827	barbiturates, plain				Drug Class			ATC:N01AF(Barbiturates, plain),ATC:N03AA(Barbiturates and derivatives),ATC:N05CA(Barbiturates, plain)
PA10832	corticosteroids	Corticosteroids			Drug Class			ATC:A01AC(Corticosteroids for local oral treatment),ATC:A07EA(Corticosteroids acting locally),ATC:C05AA(Corticosteroids),ATC:D07A(Corticosteroids, Plain),ATC:H02A(Corticosteroids For Systemic Use, Plain),ATC:R01AD(Corticosteroids),ATC:S01BA(Corticosteroids, plain),ATC:S02B(Corticosteroids),ATC:S02BA(Corticosteroids),ATC:S03B(Corticosteroids),ATC:S03BA(Corticosteroids)
PA10888	clobazam	clobazam	Chlorepin,Clorepin,Frisium,Mystan,Urbadan,Urbanyl		Drug/Small Molecule	TTD:DAP000672,chebi:31413,chemSpider:2687,dpd:2247230,drugBank:DB00349,keggDrug:D01253,pubChemCompound:2789,pubChemSubstance:46506115,url:http://en.wikipedia.org/wiki/Clobazam	CN1c2ccc(cc2N(C(=O)CC1=O)c3ccccc3)Cl	ATC:N05BA(Benzodiazepine derivatives),MeSH:C012255(clobazam)
PA10892	gliclazide	1-(3-Azabicyclo(3.3.0)oct-3-yl)-3-(p-tolylsulfonyl)urea,1-(Hexahydrocyclopenta(c)pyrrol-2(1H)-yl)-3-(p-tolylsulfonyl)urea,Gliclazida [INN-Spanish],Gliclazidum [INN-Latin],N-(4-Methylbenzenesulfonyl)-N'-(3-azabicyclo(3.3.0)oct-3-yl)urea	Diamicron,Diamicron MR,Glimicron,Mylan-Gliclazide,Nordialex,PMS-Gliclazide		Drug/Small Molecule	TTD:DAP000522,chebi:31654,chemSpider:3356,dpd:2248453,drugBank:DB01120,keggDrug:D01599,pubChemCompound:3475,pubChemSubstance:46505475,url:http://en.wikipedia.org/wiki/Gliclazide		ATC:A10BB(Sulfonamides, urea derivatives)
PA1102	qt-prolonging drugs				Drug Class			ATC:X.04(QT-Prolonging Drugs)
PA127840611	troleandomycin	Oleandocetine,Oleandomycin triacetate,Oleandomycin triacetyl ester,Oleandomycin, triacetate (ester),Triacetyloleandomycin	Cyclamycin,Evramicina,Matromicina,Tao,Treolmicina,Tribiocillina		Drug/Small Molecule	HET:TAO,TTD:DAP000411,chemSpider:16707,drugBank:DB01361,keggCompound:C12753,keggDrug:D01322,pdb:TAO,pubChemCompound:202225,pubChemSubstance:46508062,pubChemSubstance:583142,url:http://en.wikipedia.org/wiki/Troleandomycin		
PA128406956	fluorouracil		5 Fluorouracil,Adrucil,Arumel,Carac,Carzonal,Effluderm,Efudex,Efudix,Efurix,FU,Fluoroblastin,Fluoroplex,Fluracil,Fluracilum,Fluri,Fluril,Fluro Uracil,Flurouracil,Ftoruracil,Kecimeton,Phthoruracil,Phtoruracil,Queroplex,Timazin,URF,Ulup		Drug/Small Molecule	HET:URF,TTD:DAP000829,chebi:46345,chemSpider:3268,dpd:2182742,drugBank:DB00544,keggCompound:C07649,keggDrug:D00584,ndc:0703-3015-13,pdb:URF,pubChemCompound:3385,pubChemSubstance:46508557,pubChemSubstance:7847650,url:http://en.wikipedia.org/wiki/Fluorouracil	c1c(c(=O)[nH]c(=O)[nH]1)F	ATC:L01BC(Pyrimidine analogues)
PA128406980	phencyclidine	1-(1-Phenylcyclohexyl)piperidine,1-(1-Phenylcyclohexyl)piperidine hydrochloride,Angel dust,Busy bee,CJS,Cadillac,DOA,DUST,Elephant tranquilizer,Fenciclidina [inn-spanish],Magic mist,PCP,Phencyclidine hydrochloride,Phencyclidinum [inn-latin],Phenylcyclidine hydrochloride,Rocket fuel,Sernyl,Sernylan,Stardust,Supergrass,Surfer,TIC,Trank,Tranks,Whack,Zombie dust			Drug/Small Molecule	chemSpider:6224,drugBank:DB03575,keggCompound:C07575,pdb:1PC,pubChemCompound:6468,pubChemSubstance:46508889,pubChemSubstance:9778,url:http://en.wikipedia.org/wiki/Phencyclidine	c1ccc(cc1)C2(CCCCC2)N3CCCCC3	
PA128406983	pesticides				Drug Class			ATC:V07A.06(pesticides)
PA129945760	NG-monomethyl-l-arginine				Drug/Small Molecule			
PA130150436	perhexiline	(+)-2-(2,2-Dicyclohexylethyl)piperidine,(-)-2-(2,2-Dicyclohexylethyl)piperidine,2-(2,2-Dicyclohexylethyl)piperidine,Perhexilene,Perhexilina [INN-Spanish],Perhexilinum [INN-Latin],Perhexilline			Drug/Small Molecule	TTD:DAP000957,chebi:35553,chemSpider:4584,drugBank:DB01074,pubChemCompound:4746,pubChemSubstance:165685,pubChemSubstance:46504471,url:http://en.wikipedia.org/wiki/Perhexiline	C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3	ATC:C08EX(Other non-selective calcium channel blockers)
PA130230921	uridine				Drug/Small Molecule	chebi:16704,drugBank:DB02745,keggCompound:C00299,pdb:URI,pubChemCompound:453551,pubChemCompound:6029,pubChemSubstance:3593,pubChemSubstance:46507015,url:http://en.wikipedia.org/wiki/Uridine		
PA130230922	6-o-phosphoryl inosine monophosphate				Drug/Small Molecule	drugBank:DB03510,pdb:IMO,pubChemCompound:444818,pubChemCompound:46936701,pubChemSubstance:46506764,pubChemSubstance:7888380		
PA130231310	sulfaphenazole	phenylsulfapyrazole,sulfafenazol [inn-spanish],sulfafenazolo [italian],sulfaphenazol [inn-french],sulfaphenazolum [inn-latin],sulfaphenazon,sulfaphenylpipazol,sulfaphenylpyrazol,sulfaphenylpyrazole,sulfonylpyrazol,sulphaphenazole,sulphenazole	Eftolon,Sulfabid		Drug/Small Molecule			ATC:J01ED(Long-acting sulfonamides)
PA130232992	bevacizumab	Avastin,R-435,antiVEGF,bevacizumab	Avastin		Drug/Small Molecule	TTD:DAP000393,dpd:2270994,drugBank:DB00112,ndc:50242-060-01,url:http://en.wikipedia.org/wiki/Bevacizumab		ATC:L01XC(Monoclonal antibodies)
PA130413154	tegaserod	SDZ HTF 919,Tegaserod maleate,tegaserod	Zelmac,Zelnorm		Drug/Small Molecule	chebi:51043,chemSpider:4589305,dpd:2245566,drugBank:DB01079,ndc:0078-0355-80,pubChemCompound:5487301,pubChemSubstance:46506519,pubChemSubstance:707054,url:http://en.wikipedia.org/wiki/Tegaserod		ATC:A03AE(Drugs acting on serotonin receptors),MeSH:C105050(tegaserod)
PA130619705	orbofiban				Drug/Small Molecule			
PA130620649	granulocyte colony-stimulating factor				Drug/Small Molecule			
PA130620651	anthracyclines and related substances				Drug Class			ATC:L01DB(Anthracyclines and related substances)
PA131053734	ketanserin				Drug/Small Molecule			
PA131285527	oxaliplatin	Oxalatoplatin,Oxalatoplatinum,Oxaliplatin [Usan:Inn:Ban],Oxaliplatino [Spanish],Oxaliplatinum [Latin],Oxaloplatine [French],Oxaloplatino [Spanish],oxaliplatin	DACPLAT,Eloxatin,Elplat,Foloxatine,Transplatin		Drug/Small Molecule	TTD:DAP000062,chebi:31941,chemSpider:8062727,drugBank:DB00526,keggDrug:D01790,ndc:0703-3985-01,pubChemCompound:6857599,pubChemCompound:9887054,pubChemSubstance:184140,pubChemSubstance:46509083,url:http://en.wikipedia.org/wiki/Oxaliplatin		ATC:L01XA(Platinum compounds),MeSH:C030110(oxaliplatin)
PA131301952	gefitinib	ZD-1839,ZD1839	Iressa,Irressat		Drug/Small Molecule	HET:IRE,TTD:DAP000657,bindingDb:5447,chebi:49668,chemSpider:110217,dpd:2248676,drugBank:DB00317,keggDrug:D01977,ndc:0310-0482-30,pdb:IRE,pubChemCompound:123631,pubChemSubstance:46508649,pubChemSubstance:7849039,url:http://en.wikipedia.org/wiki/Gefitinib	COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F	ATC:L01XE(Protein kinase inhibitors),MeSH:C419708(gefitinib)
PA131548935	drotrecogin alfa	Anticoagulant protein C,Autoprothrombin IIA,Blood coagulation factor XIV,Vitamin K-dependent protein C precursor,drotrecogin alfa	Xigris		Drug/Small Molecule	TTD:DAP000151,dpd:2247130,drugBank:DB00055,genBank:M11228,ndc:0002-7559-01,uniProtKb:P04070,url:http://en.wikipedia.org/wiki/Drotrecogin_alfa		ATC:B01AD(Enzymes)
PA131550706	echinacea				Drug/Small Molecule			
PA131625240	raltitrexed	ZD-1694,ZD1694,raltitrexed	Tomudex		Drug/Small Molecule	HET:D16,TTD:DAP000759,bindingDb:18795,chemSpider:94568,dpd:2229566,drugBank:DB00293,keggCompound:C11372,keggDrug:D01064,pdb:D16,pubChemCompound:104758,pubChemSubstance:13546,pubChemSubstance:46504880,url:http://en.wikipedia.org/wiki/Raltitrexed	Cc1[nH]c(=O)c2cc(ccc2n1)CN(C)c3ccc(s3)C(=O)N[C@@H](CCC(=O)O)C(=O)O	ATC:L01BA(Folic acid analogues),MeSH:C068874(raltitrexed)
PA131887008	3,4-methylenedioxymethamphetamine	Ecstasy,MDMA			Drug/Small Molecule	chebi:1391,chemSpider:1556,drugBank:DB01454,keggCompound:C07577,pubChemCompound:1615,pubChemSubstance:46506404,pubChemSubstance:9780,url:http://en.wikipedia.org/wiki/3%2C4-Methylenedioxymethamphetamine		
PA131887911	semaxanib				Drug/Small Molecule			
PA131889722	telcyta				Drug/Small Molecule			
PA131890620	cannabinoids				Drug Class			ATC:V07A.04(cannabinoids)
PA131890625	tenoxicam	Tenoxicamum [INN-Latin]	Apo-Tenoxicam,Novo-Tenoxicam,Tilcotil		Drug/Small Molecule	TTD:DAP000736,chemSpider:4471584,dpd:2231120,drugBank:DB00469,keggDrug:D01767,pubChemCompound:5312154,pubChemSubstance:183540,pubChemSubstance:46507303	CN1C(=C(c2c(ccs2)S1(=O)=O)O)C(=O)Nc3ccccn3	ATC:M01AC(Oxicams),MeSH:C032801(tenoxicam)
PA131890628	tranilast				Drug/Small Molecule			
PA132595336	calcein				Drug/Small Molecule			
PA133822447	catecholamines				Drug Class			ATC:C01CA.01(catecholamines)
PA133888888	almokalant				Drug/Small Molecule			
PA133888889	hydroquinidine				Drug/Small Molecule		CC[C@@H]1CN2CCC1C[C@@H]2[C@H](c3ccnc4c3cc(cc4)OC)O	
PA133888890	sematilide				Drug/Small Molecule		CCN(CC)CCNC(=O)c1ccc(cc1)NS(=O)(=O)C	
PA133950441	hmg coa reductase inhibitors	statins			Drug Class			ATC:C10AA(HMG CoA reductase inhibitors)
PA134308647	rosuvastatin	ZD-4522,rosuvastatin calcium	Astende,Cirantan,Cresadex,Crestor,Provisacor,Razel,Rosedex,Rosimol,Rosumed,Rosustatin,Rosuvas,Rosuvast,Rosvel,Rovartal,Simestat,Sinlip,Visacor,Vivacor		Drug/Small Molecule	HET:FBI,TTD:DAP000555,bindingDb:50215703,chebi:38545,dpd:2247163,drugBank:DB01098,keggDrug:D01915,ndc:0310-0755-90,pdb:FBI,pubChemCompound:6439133,pubChemSubstance:706341,url:http://en.wikipedia.org/wiki/Rosuvastatin		ATC:C10AA(HMG CoA reductase inhibitors),MeSH:C422923(rosuvastatin)
PA134521193	coumarin				Drug/Small Molecule		c1ccc2c(c1)ccc(=O)o2	
PA134653756	diflomotecan				Drug/Small Molecule			
PA134687812	benzydamine				Drug/Small Molecule			
PA134687887	selective beta-2-adrenoreceptor agonists				Drug Class			ATC:R03AA(Alpha- and beta-adrenoreceptor agonists),ATC:R03AB(Non-selective beta-adrenoreceptor agonists),ATC:R03AC(Selective beta-2-adrenoreceptor agonists)
PA134687907	formoterol	Formoterol fumarate,Formoterolum [INN-Latin],formoterol	Foradil,Foradile,Oxeze Turbuhaler,Oxeze Turbuhaler Foradil,Oxis		Drug/Small Molecule	TTD:DAP000247,chemSpider:3292,dpd:2237225,drugBank:DB00983,keggCompound:C07805,ndc:0085-1402-01,pubChemCompound:3410,pubChemSubstance:10007,pubChemSubstance:46507099,url:http://en.wikipedia.org/wiki/Formoterol		ATC:R03AC(Selective beta-2-adrenoreceptor agonists),MeSH:C012629(formoterol)
PA134687923	GW2016				Drug/Small Molecule			
PA134687924	erlotinib	OSI-774,erlotinib	Tarceva		Drug/Small Molecule	HET:AQ4,TTD:DAP001010,bindingDb:5446,chebi:114785,chemSpider:154044,dpd:2269023,drugBank:DB00530,pdb:AQ4,pubChemCompound:176870,pubChemSubstance:46508021,pubChemSubstance:7885946,url:http://en.wikipedia.org/wiki/Erlotinib	COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C	ATC:L01XE(Protein kinase inhibitors),MeSH:C400278(erlotinib)
PA134687925	canertinib				Drug/Small Molecule			
PA134687926	EKB-569				Drug/Small Molecule			
PA134687937	mianserin	Mianserina [inn-spanish],Mianserine,Mianserine [inn-french],Mianserinum [inn-latin],Mianseryna [polish]	Bolvidon,Norval,Tolvan		Drug/Small Molecule	TTD:DAP000293,chebi:51137,chemSpider:4040,drugBank:DB06148,iupharLigand:135,pubChemCompound:4184,pubChemSubstance:14848151,pubChemSubstance:46508096,url:http://en.wikipedia.org/wiki/Mianserin	CN1CCN2c3ccccc3Cc4ccccc4C2C1	
PA134687941	desmethylcitalopram				Drug/Small Molecule			
PA134687942	levomepromazine				Drug/Small Molecule			
PA134687947	eletriptan	eletriptan	Relpax		Drug/Small Molecule	TTD:DAP000008,chebi:50922,chemSpider:70379,dpd:2256304,drugBank:DB00216,iupharLigand:118,iupharLigand:40,keggDrug:D01973,ndc:0049-2340-05,pubChemCompound:77993,pubChemSubstance:46506380,pubChemSubstance:655051,url:http://en.wikipedia.org/wiki/Eletriptan	CN1CCC[C@@H]1Cc2c[nH]c3c2cc(cc3)CCS(=O)(=O)c4ccccc4	ATC:N02CC(Selective serotonin (5HT1) agonists),MeSH:C115647(eletriptan)
PA134688071	atomoxetine	Tomoxetina [Spanish],Tomoxetine,Tomoxetine [INN],Tomoxetinum [Latin]	Strattera		Drug/Small Molecule	TTD:DAP000721,bindingDb:50133749,chebi:127342,chemSpider:49516,dpd:2262800,drugBank:DB00289,keggDrug:D02574,ndc:0002-3227-30,pubChemCompound:54841,pubChemSubstance:214424,pubChemSubstance:46506160,url:http://en.wikipedia.org/wiki/Atomoxetine	Cc1ccccc1O[C@H](CCNC)c2ccccc2	ATC:N06BA(Centrally acting sympathomimetics),MeSH:C041930(atomoxetine)
PA134698661	pranlukast	ONO-RS 411			Drug/Small Molecule	TTD:DAP000977,chemSpider:102999,drugBank:DB01411,pubChemCompound:115100,pubChemSubstance:46508129,pubChemSubstance:692058,url:http://en.wikipedia.org/wiki/Pranlukast	c1ccc(cc1)CCCCOc2ccc(cc2)C(=O)Nc3cccc4c3oc(cc4=O)c5[nH]nnn5	ATC:R03DC(Leukotriene receptor antagonists),MeSH:C047681(pranlukast)
PA134711056	domperidone		Domperidon,Lopac-D-122,Motilium,Nauzelin		Drug/Small Molecule	TTD:DAP001368,bindingDb:50241107,chebi:31515,chemSpider:3039,dpd:2238444,drugBank:DB01184,keggDrug:D01745,pubChemCompound:3151,pubChemSubstance:183089,pubChemSubstance:46508314,url:http://en.wikipedia.org/wiki/Domperidone	c1ccc2c(c1)[nH]c(=O)n2CCCN3CCC(CC3)n4c5ccc(cc5[nH]c4=O)Cl	ATC:A03FA(Propulsives)
PA134711723	aminohippurate	Aminohippurate Sodium,Aminohippuric acid,Aminohippuric acid Sodium salt,PAH,Sodium p-aminohippurate,Sodium para-Aminohippurate,para-Aminohippurate			Drug/Small Molecule	chemSpider:2063,dpd:140287,drugBank:DB00345,keggDrug:D01421,ndc:0006-3395-11,pubChemCompound:2148,pubChemSubstance:46507106,url:http://en.wikipedia.org/wiki/Para-Aminohippurate	c1ccc(c(c1)C(=O)NCC(=O)[O-])N	
PA134711724	ochratoxin A				Drug/Small Molecule			
PA134852920	benzbromarone				Drug/Small Molecule			
PA134967247	2-methoxyestradiol				Drug/Small Molecule			
PA135057240	bupivacaine	(+-)-Bupivacaine,Bloqueina,Bupivacaina [INN-Spanish],Bupivacaine HCL,Bupivacaine HCL KIT,Bupivacainum [INN-Latin],DL-Bupivacaine,DUR-843,LAC-43,bupivacaine,cBupivacaine	Anekain,Bupivan,Carbostesin,Chirocaine,DepoBupivacaine,Marcaina,Marcaine,Marcaine HCL,Marcaine Spinal,Sensorcaine,Sensorcaine-MPF,Sensorcaine-MPF Spinal,Transdur-Bupivacaine	"Marcaine E (Bupivacaine Hydrochloride + Epinephrine Bitartrate)","Sensorcaine Forte (Bupivacaine Hydrochloride + Epinephrine Bitartrate)",	Drug/Small Molecule	TTD:DAP001229,chebi:3215,chemSpider:2380,dpd:2165414,drugBank:DB00297,iupharLigand:2397,keggCompound:C07529,ndc:0409-1761-02,pubChemCompound:2474,pubChemSubstance:46506768,pubChemSubstance:9732,url:http://en.wikipedia.org/wiki/Bupivacaine	CCCCN1CCCCC1C(=O)Nc2c(cccc2C)C	ATC:N01BB(Amides),MeSH:C476513(levobupivacaine)
PA136437519	Lorenzo's oil				Drug/Small Molecule			
PA137179528	nimesulide				Drug/Small Molecule	chebi:44445,chemSpider:4339,drugBank:DB04743,pdb:NIM,pubChemCompound:4495,pubChemSubstance:46507721,pubChemSubstance:7889413	CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)N(=O)=O	MeSH:C012655(nimesulide)
PA137867605	O6-(4-Bromothenyl)guanine	PaTrin-2,lomeguatrib			Drug/Small Molecule			
PA140222717	n-acetyl serotonin				Drug/Small Molecule	bindingDb:29612,drugBank:DB04275,pdb:ASE,pubChemCompound:903,pubChemSubstance:46507511,pubChemSubstance:7885978		MeSH:C006389(N-acetylserotonin)
PA140222718	hydroxytryptamine				Drug/Small Molecule		c1ccc2c(c1)c(cn2O)CCN	
PA140222719	tetrabenazine	Tetra benazin,Tetrabenazina [inn-spanish],Tetrabenazinum [inn-latin],Tetrabenzaine,Tetrabenzine	Nitoman,Regulin,Rubigen,Xenazine		Drug/Small Molecule	TTD:DAP000756,bindingDb:50017701,chemSpider:5796,dpd:2199270,drugBank:DB04844,keggCompound:C11168,ndc:67386-421-01,pubChemCompound:6018,pubChemSubstance:13350,pubChemSubstance:46506426,url:http://en.wikipedia.org/wiki/Tetrabenazine	CC(C)CC1CN2CCc3cc(c(cc3C2CC1=O)OC)OC	ATC:N07XX(Other nervous system drugs)
PA140222720	MPP+	1-methyl-4-phenylpyridinium (MPP+)			Drug/Small Molecule			
PA140222783	glycyl-sarcosine				Drug/Small Molecule		CN(CC(=O)O)C(=O)CN	
